Date,link,title,Gender-Loose,Gender-Tight,description
5/4/15,http://www.missedinhistory.com/podcasts/alice-roosevelt/,Alice Roosevelt,F,F,"The eldest daughter of Theodore Roosevelt was a firebrand who never shied away from the public eye. She was nicknamed â€œthe Second Washington Monumentâ€ù because of her social power, which she parlayed into political influence."
5/6/15,http://www.missedinhistory.com/podcasts/the-siege-of-bexar/,The Siege of BÃ©xar,M,M,"The famed Battle of the Alamo was toward the end of the Texas Revolution â€” a sort of pivot just before the last battle. But at the revolutionâ€™s beginning, the siege of BÃ©xar played out in almost the opposite way. <a href=""http://www.missedinhistory.com/blog/missed-in-history-the-siege-of-bexar/"">Here's a link to our show notes</a>, including a correction to our pronunciation of ""Bexar."" "
5/11/15,http://www.missedinhistory.com/podcasts/the-st-kitts-slave-revolt-of-1834/,The St. Kitts Slave Revolt of 1834,N,N,"Until the 1830s, the dominant industry on St. Kitts was sugar, and the majority of the people living there were enslaved Africans who kept that industry going. When the act that was supposed to free them fell short of doing so, the slaves rebelled."
5/13/15,http://www.missedinhistory.com/podcasts/the-wright-brothers-an-interview-with-david-mccullough/,The Wright Brothers: An Interview With David McCullough,M,M,"David McCullough, two-time winner of the Pulitzer Prize, talks about his research and discoveries about the Wright brothers, their extreme determination, their family, and the many, many people who played parts in their great success as innovators. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-wright-brothers/>Read the show notes here.</a>"
5/18/15,http://www.missedinhistory.com/podcasts/frankie-manning-and-the-lindy-hop-part-1/,"Frankie Manning and the Lindy Hop, Part 1",F,F,"Frankie Manning grew up loving dance, learning and practicing in ballrooms and private parties in New York. His innovations in creating new moves for the Lindy hop led him from dancing as a hobby to a career as a performer."
5/20/15,http://www.missedinhistory.com/podcasts/frankie-manning-and-the-lindy-hop-part-2/,"Frankie Manning and the Lindy Hop, Part 2",F,F,"Once Manning became a professional dancer and choreographer, his work took him all over the world. After WWII derailed his swing dancing, he had a hard time returning to a world where musical tastes had changed. <a href=http://www.missedinhistory.com/blog/missed-in-history-frankie-manning-part-2/>Read the show notes here.</a>"
5/26/15,http://www.missedinhistory.com/podcasts/a-brief-history-of-time-capsules/,A Brief History of Time Capsules,N,N,"People feel very strongly about time capsules, even though the contents are often a little underwhelming. What actually qualifies as a time capsule, and what are some of the most notable ones? <a href=http://www.missedinhistory.com/blog/missed-in-history-time-capsules/>Read the show notes here</a>, including a correction about some State House confusion."
5/27/15,http://www.missedinhistory.com/podcasts/an-interview-with-dr-elizabeth-p-archibald-ask-the-past/,An Interview With Dr. Elizabeth P. Archibald: Ask the Past,N,N,"Dr. Elizabeth P. Archibald of Ask the Past has delved deep into old manuscripts to find pertinent and impertinent advice from the past. In this interview, she discusses the history of how-tos and her new book."
6/1/15,http://www.missedinhistory.com/podcasts/the-american-hippo-ranch-plan-part-1/,"The American Hippo Ranch Plan, Part 1",M,N,"In 1910, the U.S. had a meat shortage and a water hyacinth overgrowth problem. The obvious solution to the double dilemma: Import hippos from Africa."
6/3/15,http://www.missedinhistory.com/podcasts/the-american-hippo-ranch-plan-part-2/,"The American Hippo Ranch Plan, Part 2",M,N,"Once the effort to import hippos to the U.S. got the backing of a politician, two men with wild and intertwined histories, Frederick Russel Burnham and Fritz Duquesne, were brought on board to serve as experts and advocates. <a href=http://www.missedinhistory.com/blog/missed-in-history-hippo-ranching-part-2/>Read the show notes here. </a>"
6/8/15,http://www.missedinhistory.com/podcasts/charles-ix-of-france/,Charles IX of France,M,M,"Much like many of the other mad royals that have been discussed on the podcast through the years, Charles IX of France was prone to fits of rage so intense that people at court feared for their lives."
6/10/15,http://www.missedinhistory.com/podcasts/nate-dimeos-memory-palace/,Nate DiMeoâ€™s Memory Palace,M,M,Tracy and Holly talk with fellow podcaster Nate DiMeo of The Memory Palace about his research and writing process. You'll also get to listen to two of Nate's episodes along the way! <a href=http://www.missedinhistory.com/blog/missed-in-history-nate-dimeo-the-memory-palace/>Read the show notes here.</a>
6/15/15,http://www.missedinhistory.com/podcasts/hokusai/,Hokusai,M,M,"Hokusai lived during a time when there wasn't a lot of contact between Japan and the West. But even so, he drew influence form Western art, and Western art was greatly influenced by his own work."
6/17/15,http://www.missedinhistory.com/podcasts/the-comptons-cafeteria-riot/,The Comptonâ€™s Cafeteria Riot,B,B,"In 1966, a restaurant in San Francisco's Tenderloin district was the site of a violent incident in LGBT history. After the riot, a grassroots effort grew to improve relationships between police and Tenderloin's transgender commnity."
6/22/15,http://www.missedinhistory.com/podcasts/henry-gerber-and-chicagos-society-for-human-rights/,Henry Gerber and Chicagoâ€™s Society for Human Rights,M,M,"In the 1920s, the Society for Human Rights was founded in Chicago with the intent to decriminalize homosexuality. The society's founder was inspired by Germany's homosexual emancipation movement."
6/24/15,http://www.missedinhistory.com/podcasts/archaeology-interview-harvard-indian-college/,Archaeology Interview: Harvard Indian College,M,N,"Holly chats with archaeologists Patricia Capone and Diana Loren about Harvardâ€™s Indian College, the schoolâ€™s importance to Colonial history and the ongoing archaeology of Harvard Yard."
6/29/15,http://www.missedinhistory.com/podcasts/olive-oatman/,Olive Oatman,F,F,"In 1851, Olive Oatman's family was attacked while traveling near the Gila River in Arizona. Olive was taken by her attackers, and lived for five years with Native Americans before being ransomed by the U.S. government."
7/1/15,http://www.missedinhistory.com/podcasts/a-brief-history-of-harmonicas/,A Brief History of Harmonicas,N,N,"The deceptively simple harmonica has roots as far back as ancient China, though it really came into its own in Europe in the 1800s."
7/6/15,http://www.missedinhistory.com/podcasts/dr-virginia-apgar/,Dr. Virginia Apgar,F,F,"Dr. Virginia Apgar broke new ground in the fields of obstetrics and anesthesiology in the middle of the 20th century. When babies are born today, one of the tools doctors use to measure whether theyâ€™re thriving on their own is the Apgar score."
7/8/15,http://www.missedinhistory.com/podcasts/child-migrant-program/,Child Migrant Program,B,B,"In the 19th and 20th centuries, 150,000 child migrants were sent from Britain to Canada, Australia, New Zealand and Rhodesia. Many of these children ended up in far worse conditions than they left behind. <a href=http://www.missedinhistory.com/blog/missed-in-history-britains-child-migrants/>Read the show notes here.</a>"
7/13/15,http://www.missedinhistory.com/podcasts/a-brief-history-of-peanut-butter/,A Brief History of Peanut Butter,M,N,"Peanut butter got its name in the 18th century, but it's been around in some form for hundreds and hundreds of years. The more modern history of the spread features changes to the recipe and even a little litigation with the FDA."
7/15/15,http://www.missedinhistory.com/podcasts/a-condensed-history-of-rhodesia/,A Condensed History of Rhodesia,M,N,"In 1888, Cecil Rhodes and John Smith Moffat duped the king of the Ndebele people into a treaty which led to the expansion of British territory in Africa. From then until the late 1900s, Rhodesia was governed by a white minority. <a href=http://www.missedinhistory.com/blog/missed-in-history-rhodesia/>Read the show notes here.</a>"
7/20/15,http://www.missedinhistory.com/podcasts/diogenes-of-sinope/,Diogenes of Sinope,M,M,"Diogenes of Sinope was the father of the Cynicism school of philosophy. He was also an incredibly eccentric figure who spoke out against pretense, and he used humor to convey his ideals. <a href=http://www.missedinhistory.com/blog/missed-in-history-diogenes/>Read the show notes here.</a>"
7/22/15,http://www.missedinhistory.com/podcasts/dahomey-and-the-royal-palaces-of-abomey/,Dahomey and the Royal Palaces of Abomey,M,M,"The Royal Palaces of Abomey are a series of earthen palaces in what is now Benin. The complex is culturally and historically important to West Africa, but the source of much of the wealth that built those palaces was the Atlantic slave trade. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-palaces-of-abomey/>Read the show notes here.</a>"
7/27/15,http://www.missedinhistory.com/podcasts/calamity-jane/,Calamity Jane,F,F,"Calamity Jane is one of those historical figures whose reputation has in many ways eclipsed the real story. But she was, without a doubt, a unique character who in many ways lived outside the social norms of her time."
7/29/15,http://www.missedinhistory.com/podcasts/mary-ann-cotton/,Mary Ann Cotton,F,F,"In the mid-1800s, Mary Ann Cotton is believed to have poisoned as many as 21 people with arsenic, many of them her own children. She left a trail of bodies behind her everywhere she went, but it was her cavalier remarks that finally drew suspicion."
8/3/15,http://www.missedinhistory.com/podcasts/the-phaistos-disk-of-minoan-crete/,The Phaistos Disk of Minoan Crete,M,N,"Like other artifacts that defy deciphering, this clay disk, found on Crete in the early 1900s, has puzzled researchers and stirred up controversy for decades. Is it a religious incantation, a calendar, a spell? Or is it all a pictogram hoax?"
8/5/15,http://www.missedinhistory.com/podcasts/the-amazons-of-dahomey/,The Amazons of Dahomey,F,F,"The kingdom of Dahomey may have had the worldâ€™s first full-time, all-female combat fighting force. How did these women rise to become some of historyâ€™s fiercest warriors, and what happened to them?"
8/10/15,http://www.missedinhistory.com/podcasts/the-vanishing-of-the-u-s-s-cyclops/,The Vanishing of the U.S.S. Cyclops,M,M,"In 1918, a U.S. Navy collier vanished without a trace after leaving Barbados. The ultimate fate of the Cyclops remains a mystery almost 100 years later, but there are certainly plenty of theories about what happened."
